blockNumber,gasUsed
7211903,5656507
7211904,2397998
7211905,7994819
7211906,2152332
7211907,7989123
7211908,3815254
7211909,5348844
7211910,7995548
7211911,2965101
7211912,7984036
7211913,3215614
7211914,7988621
7211915,3293849
7211916,1713422
7211917,7529187
7211918,7987583
7211919,7868636
7211920,5908510
7211921,7988877
7211922,7980748
7211923,7999311
7211924,6840305
7211925,7993977
7211926,297442
7211927,7996483
7211928,7979439
7211929,7990426
7211930,194037
7211931,2633533
7211932,7995011
7211933,7997178
7211934,8005554
7211935,7994593
7211936,7989260
7211937,7993203
7211938,7899542
7211939,4119591
7211940,7990126
7211941,3841370
7211942,6453574
7211943,2539586
7211944,7994230
7211945,7992611
7211946,7992601
7211947,0
7211948,7996676
7211949,7992765
7211950,7995138
7211951,6547403
7211952,1332494
7211953,5143747
7211954,7986565
7211955,7979985
7211956,7990450
7211957,7995635
7211958,6202357
7211959,4135814
7211960,8003252
7211961,945260
7211962,3743617
7211963,7988658
7211964,7979423
7211965,7986437
7211966,1801087
7211967,7995352
7211968,7989097
7211969,7979373
7211970,7987511
7211971,332815
7211972,7991759
7211973,7983149
7211974,7953978
7211975,6782280
7211976,1334905
7211977,21000
7211978,7993335
7211979,931346
7211980,0
7211981,7988090
7211982,7749329
7211983,7712465
7211984,1084282
7211985,7996310
7211986,7981690
7211987,7980259
7211988,7990503
7211989,2361604
7211990,7992484
7211991,7990199
7211992,7981697
7211993,7981933
7211994,4019778
7211995,7988672
7211996,7965803
7211997,5050432
7211998,7999202
7211999,68642
7212000,7950299
7212001,7985178
7212002,1189865
7212003,7993667
7212004,6060207
7212005,120084
7212006,7994440
7212007,7042888
7212008,4612940
7212009,1111191
7212010,5177803
7212011,3506133
7212012,917744
7212013,26107
7212014,6571762
7212015,3193862
7212016,7563507
7212017,0
7212018,7987130
7212019,3357396
7212020,7980149
7212021,7986650
7212022,7837913
7212023,7981570
7212024,6622113
7212025,7990874
7212026,6307235
7212027,7988702
7212028,7997215
7212029,7989229
7212030,7982452
7212031,7987514
7212032,7998943
7212033,7988445
7212034,7990634
7212035,7985309
7212036,7871268
7212037,7989797
7212038,7999534
7212039,864799
7212040,7738026
7212041,7989513
7212042,7988537
7212043,7977624
7212044,7987219
7212045,7981743
7212046,7996390
7212047,7998045
7212048,7848657
7212049,7999619
7212050,7987789
7212051,7997939
7212052,7192045
7212053,978541
7212054,7985581
7212055,7985723
7212056,1050901
7212057,7983228
7212058,7990448
7212059,7995332
7212060,7988931
7212061,7984672
7212062,4340735
7212063,7823195
7212064,7994599
7212065,7993899
7212066,7984699
7212067,7994435
7212068,7995546
7212069,5778974
7212070,7991389
7212071,7987400
7212072,7995272
7212073,7983794
7212074,7962065
7212075,7987845
7212076,7992821
7212077,7998738
7212078,8003818
7212079,7980049
7212080,0
7212081,7980446
7212082,7992069
7212083,7995465
7212084,7998856
7212085,7980529
7212086,7991678
7212087,7995392
7212088,7994171
7212089,7985317
7212090,7981677
7212091,7998639
7212092,8003543
7212093,1325000
7212094,7997621
7212095,7979062
7212096,1734427
7212097,7984748
7212098,7997210
7212099,7979531
7212100,7996406
7212101,34642
7212102,7982631
7212103,7986889
7212104,7992852
7212105,7993564
7212106,7958058
7212107,7986174
7212108,1790406
7212109,7994708
7212110,7991826
7212111,7994157
7212112,7982041
7212113,8004881
7212114,7995625
7212115,7993222
7212116,7907833
7212117,7981896
7212118,7999154
7212119,7980165
7212120,8001762
7212121,7987646
7212122,7983971
7212123,7988289
7212124,7992273
7212125,7979779
7212126,7566779
7212127,7999938
7212128,7981687
7212129,8007735
7212130,7991676
7212131,7988022
7212132,8001568
7212133,7991405
7212134,7985411
7212135,7998392
7212136,7993873
7212137,7983971
7212138,7995876
7212139,7992032
7212140,7993114
7212141,7996238
7212142,7985187
7212143,7971678
7212144,7985181
7212145,7988674
7212146,7191477
7212147,5886311
7212148,7987406
7212149,7723276
7212150,7979431
7212151,7987931
7212152,7981556
7212153,6817077
7212154,7980564
7212155,7992561
7212156,7991843
7212157,7991380
7212158,7968248
7212159,7993402
7212160,7990865
7212161,7999146
7212162,7989966
7212163,7991791
7212164,7983575
7212165,7246195
7212166,7997410
7212167,7996754
7212168,7990806
7212169,7981169
7212170,7985496
7212171,7987641
7212172,3203180
7212173,7987193
7212174,5911322
7212175,7985536
7212176,5960281
7212177,648750
7212178,6996573
7212179,7984752
7212180,7990911
7212181,7707464
7212182,7926715
7212183,6398180
7212184,8000022
7212185,5471346
7212186,7985670
7212187,7992391
7212188,7983377
7212189,7978695
7212190,7979300
7212191,7997697
7212192,7999784
7212193,7985393
7212194,3617130
7212195,7986729
7212196,7995039
7212197,7988952
7212198,7984695
7212199,7998230
7212200,7997395
7212201,1191005
7212202,7993730
7212203,8004338
7212204,7995772
7212205,7991429
7212206,7981642
7212207,7988627
7212208,7999253
7212209,7985942
7212210,7993826
7212211,7986330
7212212,7984488
7212213,7715706
7212214,8003293
7212215,7982700
7212216,7999953
7212217,7907174
7212218,7985381
7212219,7104658
7212220,7980943
7212221,7988201
7212222,7979642
7212223,7989232
7212224,7982334
7212225,5474356
7212226,6512852
7212227,7977488
7212228,7992996
7212229,7988954
7212230,7978400
7212231,7982933
7212232,7985486
7212233,7984126
7212234,7999283
7212235,6399508
7212236,0
7212237,7994019
7212238,7988155
7212239,7995505
7212240,7978543
7212241,7997317
7212242,2577080
7212243,7984806
7212244,7979558
7212245,777248
7212246,7996649
7212247,196463
7212248,7990758
7212249,7991340
7212250,7992448
7212251,7998140
7212252,7993852
7212253,7987267
7212254,7991690
7212255,7973556
7212256,7995358
7212257,7995808
7212258,7980373
7212259,7953973
7212260,7981559
7212261,8004625
7212262,1513817
7212263,7985239
7212264,7995046
7212265,3866417
7212266,7992105
7212267,7997874
7212268,3665098
7212269,2717862
7212270,7966735
7212271,7929951
7212272,7794830
7212273,7991546
7212274,36849
7212275,7987741
7212276,7981343
7212277,7996022
7212278,7994795
7212279,7984945
7212280,7993706
7212281,7998935
7212282,3208754
7212283,0
7212284,7811778
7212285,7986058
7212286,6825146
7212287,1693346
7212288,7988594
7212289,7985997
7212290,7992521
7212291,7999712
7212292,7996686
7212293,7989675
7212294,7977623
7212295,7966642
7212296,893499
7212297,7990495
7212298,7709830
7212299,7937397
7212300,6343076
7212301,3474648
7212302,4159545
7212303,7725331
7212304,7981736
7212305,7256073
7212306,1621242
7212307,7872038
7212308,418755
7212309,7864358
7212310,4476793
7212311,7988174
7212312,7789346
7212313,111014
7212314,7992801
7212315,7997947
7212316,8003425
7212317,7994734
7212318,7993024
7212319,7992205
7212320,7999526
7212321,7858719
7212322,7173149
7212323,7992144
7212324,7969962
7212325,6740206
7212326,7987947
7212327,7992207
7212328,5166605
7212329,7989585
7212330,6133921
7212331,7984162
7212332,7980685
7212333,7961499
7212334,7999236
7212335,7984009
7212336,7777046
7212337,7976006
7212338,7983909
7212339,7994075
7212340,7989456
7212341,2629756
7212342,7984419
7212343,7987404
7212344,7971348
7212345,7993138
7212346,7584390
7212347,7983303
7212348,7991942
7212349,7910440
7212350,4675751
7212351,5778083
7212352,7979435
7212353,7994700
7212354,7999715
7212355,7989418
7212356,7987814
7212357,7990289
7212358,7994027
7212359,7647580
7212360,4763058
7212361,7966837
7212362,1915991
7212363,7987575
7212364,7981338
7212365,7982289
7212366,7821668
7212367,7709195
7212368,6208174
7212369,4184398
7212370,4511016
7212371,7970551
7212372,7966925
7212373,226847
7212374,7990779
7212375,7999162
7212376,1169651
7212377,7995811
7212378,7993824
7212379,7992006
7212380,622533
7212381,7939910
7212382,7999212
7212383,7939320
7212384,7998389
7212385,7539202
7212386,7981302
7212387,3417737
7212388,7995935
7212389,3906548
7212390,42004
7212391,1867795
7212392,7995092
7212393,7994980
7212394,7996950
7212395,5136325
7212396,7981289
7212397,7829363
7212398,7988573
7212399,7986629
7212400,7991288
7212401,7988357
7212402,7178435
7212403,7984893
7212404,7996455
7212405,7991427
7212406,7989153
7212407,7991468
7212408,7992865
7212409,7994861
7212410,266617
7212411,7999579
7212412,7987045
7212413,7171058
7212414,7999631
7212415,7985282
7212416,7993015
7212417,7990057
7212418,7993527
7212419,7981616
7212420,7990328
7212421,4692731
7212422,4528507
7212423,7675736
7212424,7986022
7212425,3742018
7212426,7923806
7212427,6675785
7212428,7990168
7212429,7984806
7212430,7987740
7212431,4398013
7212432,7921455
7212433,2046323
7212434,2928649
7212435,7982326
7212436,5053908
7212437,7996489
7212438,7897648
7212439,193305
7212440,154468
7212441,7993714
7212442,7994459
7212443,188115
7212444,7982359
7212445,7993927
7212446,7988542
7212447,7997072
7212448,208891
7212449,7988097
7212450,7958479
7212451,5536983
7212452,7979941
7212453,7986727
7212454,7828053
7212455,953418
7212456,1602124
7212457,7425604
7212458,2982427
7212459,6390937
7212460,6830383
7212461,7647061
7212462,894670
7212463,7987415
7212464,7989345
7212465,7959051
7212466,7995516
7212467,7858111
7212468,7986655
7212469,8005060
7212470,7962560
7212471,7982766
7212472,7986527
7212473,7981244
7212474,7993690
7212475,7991425
7212476,7987856
7212477,5127053
7212478,7994071
7212479,7741685
7212480,7983524
7212481,7985220
7212482,7479703
7212483,7993089
7212484,7993862
7212485,7939264
7212486,7998907
7212487,7988030
7212488,7985619
7212489,7981325
7212490,6513035
7212491,2061853
7212492,5912648
7212493,0
7212494,7999798
7212495,7983525
7212496,7983233
7212497,7970506
7212498,7988459
7212499,4852025
7212500,7981074
7212501,7967342
7212502,7988773
7212503,5712877
7212504,7359193
7212505,5971238
7212506,7987137
7212507,819184
7212508,7982755
7212509,2590469
7212510,63000
7212511,7989595
7212512,7951319
7212513,7996016
7212514,3817401
7212515,5575646
7212516,7989439
7212517,7866318
7212518,3794521
7212519,0
7212520,7995609
7212521,7993276
7212522,6243388
7212523,7994003
7212524,6163680
7212525,7985414
7212526,7972413
7212527,7983081
7212528,7984946
7212529,7993283
7212530,7979248
7212531,7985577
7212532,7938432
7212533,7983692
7212534,7971961
7212535,1233952
7212536,6352499
7212537,7996243
7212538,7992923
7212539,7268259
7212540,7992681
7212541,7585071
7212542,7986950
7212543,7994120
7212544,7985538
7212545,7985890
7212546,5927183
7212547,6607603
7212548,7996522
7212549,7983519
7212550,7987671
7212551,7995441
7212552,7987667
7212553,7991720
7212554,7985324
7212555,7969487
7212556,7986381
7212557,7979544
7212558,6710330
7212559,4901079
7212560,6891266
7212561,4828044
7212562,7980204
7212563,7997398
7212564,7984017
7212565,7348930
7212566,6279205
7212567,7896738
7212568,7973935
7212569,7019704
7212570,7984289
7212571,7990958
7212572,4984108
7212573,756189
7212574,7984442
7212575,7251028
7212576,7984586
7212577,7965497
7212578,7983822
7212579,305354
7212580,7983326
7212581,7653456
7212582,6284677
7212583,7983484
7212584,7989789
7212585,7998282
7212586,7642671
7212587,7999787
7212588,7981370
7212589,7994403
7212590,0
7212591,7988014
7212592,7990236
7212593,7985629
7212594,2473834
7212595,7981672
7212596,7987770
7212597,7992793
7212598,5471465
7212599,7989746
7212600,7987269
7212601,7326514
7212602,4036834
7212603,7994463
7212604,7526022
7212605,7861135
7212606,6648553
7212607,4423959
7212608,7998584
7212609,2980702
7212610,7992807
7212611,7993376
7212612,7999295
7212613,3154006
7212614,7859602
7212615,7578844
7212616,37774
7212617,7991766
7212618,7983393
7212619,6447371
7212620,1627640
7212621,7993552
7212622,7992534
7212623,6715674
7212624,3097408
7212625,7987737
7212626,7980742
7212627,7995942
7212628,3249929
7212629,650657
7212630,1274387
7212631,7986175
7212632,7991532
7212633,1162960
7212634,5605499
7212635,7979758
7212636,6680062
7212637,7296300
7212638,7993203
7212639,7984577
7212640,7976577
7212641,7846708
7212642,7980183
7212643,7999597
7212644,7987392
7212645,5101996
7212646,7950780
7212647,7998058
7212648,7983594
7212649,7985701
7212650,7992264
7212651,4014498
7212652,1339777
7212653,7852914
7212654,0
7212655,89992
7212656,3024407
7212657,1478528
7212658,7961262
7212659,7666920
7212660,5989437
7212661,7915532
7212662,5020161
7212663,7973941
7212664,7985780
7212665,7919149
7212666,7987439
7212667,7953884
7212668,7993787
7212669,5429390
7212670,7959916
7212671,7982698
7212672,7993962
7212673,7988867
7212674,7983733
7212675,5919709
7212676,2025382
7212677,7996840
7212678,7980584
7212679,7992539
7212680,7995223
7212681,7999323
7212682,1187109
7212683,7995644
7212684,7999009
7212685,2363698
7212686,7971630
7212687,4459857
7212688,7983390
7212689,7982780
7212690,3346543
7212691,7956843
7212692,5795229
7212693,1100743
7212694,2222972
7212695,7993721
7212696,6028913
7212697,7979253
7212698,21000
7212699,7985850
7212700,7989045
7212701,2050885
7212702,4587487
7212703,7983993
7212704,7986704
7212705,7981416
7212706,7995594
7212707,4955469
7212708,7993372
7212709,6790129
7212710,7979143
7212711,1594161
7212712,2560915
7212713,2610386
7212714,7986616
7212715,4838829
7212716,4420660
7212717,0
7212718,7999372
7212719,7981248
7212720,2331551
7212721,7962887
7212722,23083
7212723,3403311
7212724,7997934
7212725,4279979
7212726,7996052
7212727,7982526
7212728,7991366
7212729,7861641
7212730,7995762
7212731,7883504
7212732,7999505
7212733,4262809
7212734,290733
7212735,7984079
7212736,7992742
7212737,4353615
7212738,7397286
7212739,7998912
7212740,7993630
7212741,7982560
7212742,7970256
7212743,7971505
7212744,1130680
7212745,7992331
7212746,7998761
7212747,2895344
7212748,7997612
7212749,4671984
7212750,7991449
7212751,7994678
7212752,7982304
7212753,6656280
7212754,7984117
7212755,7250671
7212756,361779
7212757,7985421
7212758,7990289
7212759,7963321
7212760,7991790
7212761,1981168
7212762,300051
7212763,7992686
7212764,3562093
7212765,7390094
7212766,7985239
7212767,7926066
7212768,1893743
7212769,1506288
7212770,1588332
7212771,2903823
7212772,7983926
7212773,7965003
7212774,3772635
7212775,5211989
7212776,7985097
7212777,7880436
7212778,7797800
7212779,7712486
7212780,7991611
7212781,7989788
7212782,7981869
7212783,2843800
7212784,4283231
7212785,2677089
7212786,7833406
7212787,7993743
7212788,6784076
7212789,7991241
7212790,7731034
7212791,7999967
7212792,7974727
7212793,7857361
7212794,6310707
7212795,7990962
7212796,7997780
7212797,7995240
7212798,3593507
7212799,6874623
7212800,7982671
7212801,7242662
7212802,3168441
7212803,7651386
7212804,6355820
7212805,7985323
7212806,6189624
7212807,1178774
7212808,7984551
7212809,2078640
7212810,7430325
7212811,7991792
7212812,3295657
7212813,1040373
7212814,7941963
7212815,7721524
7212816,7997096
7212817,7620648
7212818,7992423
7212819,0
7212820,7930408
7212821,7992654
7212822,7995170
7212823,7945594
7212824,3500885
7212825,844615
7212826,5818049
7212827,7990499
7212828,7595843
7212829,7987575
7212830,7994967
7212831,7992605
7212832,2722693
7212833,7997597
7212834,89353
7212835,7359269
7212836,7632039
7212837,7982695
7212838,2500241
7212839,7996913
7212840,7989064
7212841,7993966
7212842,7394089
7212843,2537189
7212844,2199674
7212845,7866872
7212846,6689271
7212847,4549907
7212848,6920235
7212849,7981052
7212850,7993431
7212851,5824040
7212852,2646310
7212853,7426146
7212854,7996550
7212855,7930964
7212856,7817160
7212857,1236937
7212858,1908887
7212859,6557282
7212860,4123534
7212861,4927188
7212862,188695
7212863,7083691
7212864,5727002
7212865,2860063
7212866,7993748
7212867,7998648
7212868,7993123
7212869,3541930
7212870,7134814
7212871,7572486
7212872,2246264
7212873,7986863
7212874,1962575
7212875,1838064
7212876,7983312
7212877,5344720
7212878,1930283
7212879,7896719
7212880,1737543
7212881,130932
7212882,7996065
7212883,7998389
7212884,7990908
7212885,6472793
7212886,3309829
7212887,7984429
7212888,1585014
7212889,170081
7212890,2708634
7212891,2269370
7212892,7969980
7212893,7985407
7212894,7576496
7212895,6189225
7212896,6498966
7212897,7210415
7212898,7862405
7212899,3843446
7212900,7992654
7212901,7467844
7212902,7987110
7212903,5129869
7212904,0
7212905,1498310
7212906,2806750
7212907,6608489
7212908,7981974
7212909,7900471
7212910,7994928
7212911,7372375
7212912,975521
7212913,7987168
7212914,7984537
7212915,235040
7212916,7991610
7212917,7992873
7212918,5990140
7212919,7988288
7212920,5849959
7212921,133586
7212922,7998105
7212923,3874131
7212924,7963768
7212925,7140264
7212926,7502767
7212927,4883144
7212928,287592
7212929,7951899
7212930,7470298
7212931,7988193
7212932,7984565
7212933,2452042
7212934,7959536
7212935,7995715
7212936,4357870
7212937,1352329
7212938,4243106
7212939,7827889
7212940,1463957
7212941,7994417
7212942,4707183
7212943,269678
7212944,7987436
7212945,7111424
7212946,993133
7212947,652302
7212948,8000845
7212949,7998018
7212950,7585167
7212951,7993102
7212952,7989740
7212953,2420126
7212954,7990323
7212955,6978036
7212956,306588
7212957,885378
7212958,6713449
7212959,7160145
7212960,862175
7212961,3592688
7212962,7265558
7212963,3259375
7212964,21000
7212965,7819988
7212966,6041704
7212967,2570239
7212968,903102
7212969,0
7212970,84000
7212971,7986364
7212972,7995303
7212973,7995001
7212974,7981131
7212975,4806745
7212976,51987
7212977,7988019
7212978,7994029
7212979,7983396
7212980,5646563
7212981,7909899
7212982,7984631
7212983,43757
7212984,7603327
7212985,7954774
7212986,7992610
7212987,7989361
7212988,7986706
7212989,953217
7212990,4773936
7212991,7309339
7212992,7861253
7212993,7320408
7212994,7992623
7212995,42000
7212996,7985604
7212997,3708914
7212998,939129
7212999,5148073
7213000,6956564
7213001,7996413
7213002,6887390
7213003,7870988
7213004,1863727
7213005,6255180
7213006,993632
7213007,6785777
7213008,37774
7213009,2195786
7213010,7867556
7213011,2932590
7213012,7981292
7213013,5831597
7213014,7993514
7213015,7988431
7213016,7994579
7213017,7982791
7213018,128972
7213019,7990425
7213020,7997065
7213021,7852957
7213022,7673893
7213023,243740
7213024,7949244
7213025,3067529
7213026,7118597
7213027,7979653
7213028,4960818
7213029,7739330
7213030,7987369
7213031,4042317
7213032,7972442
7213033,1448456
7213034,7988147
7213035,7984950
7213036,7657508
7213037,7979613
7213038,1918252
7213039,7825014
7213040,6034225
7213041,7750484
7213042,6659643
7213043,6472339
7213044,7798613
7213045,3771741
7213046,5428235
7213047,7984345
7213048,4670373
7213049,7813836
7213050,2564212
7213051,2702629
7213052,438274
7213053,3078811
7213054,5110025
7213055,7288349
7213056,3798366
7213057,7997646
7213058,4429243
7213059,7997952
7213060,7907502
7213061,7997246
7213062,7994153
7213063,6724346
7213064,2402494
7213065,3967110
7213066,3602409
7213067,7986391
7213068,7284870
7213069,3087326
7213070,7980723
7213071,5816065
7213072,7995746
7213073,7987379
7213074,7984272
7213075,7980603
7213076,6230969
7213077,5830813
7213078,6877437
7213079,4452547
7213080,3740230
7213081,7989673
7213082,531286
7213083,7937248
7213084,6978734
7213085,7999426
7213086,3230270
7213087,7997380
7213088,7980369
7213089,7987862
7213090,7990867
7213091,7986286
7213092,2453622
7213093,7991535
7213094,7986759
7213095,7980398
7213096,7981374
7213097,7971868
7213098,3941048
7213099,6376019
7213100,6672699
7213101,7761828
7213102,7997679
7213103,4170642
7213104,2368770
7213105,7950175
7213106,1274348
7213107,7704248
7213108,7958303
7213109,3880581
7213110,7982576
7213111,7811144
7213112,6539768
7213113,98631
7213114,4998322
7213115,7982221
7213116,7989660
7213117,7696522
7213118,7979435
7213119,7847162
7213120,1612862
7213121,7991527
7213122,7991621
7213123,7916175
7213124,562301
7213125,7962609
7213126,3867327
7213127,7984782
7213128,7979373
7213129,7999719
7213130,7938696
7213131,7919624
7213132,2835622
7213133,7998560
7213134,7984057
7213135,929518
7213136,7545168
7213137,7933482
7213138,8011100
7213139,8009272
7213140,7994199
7213141,7988581
7213142,7999054
7213143,7986479
7213144,7988602
7213145,7990121
7213146,7916189
7213147,7987506
7213148,8000002
7213149,7971882
7213150,7434570
7213151,3886619
7213152,7946639
7213153,1878111
7213154,7673244
7213155,1057678
7213156,7993042
7213157,7983541
7213158,7985646
7213159,6209385
7213160,3494721
7213161,7986078
7213162,1648266
7213163,7981256
7213164,7978201
7213165,6139351
7213166,7996572
7213167,44972
7213168,7991371
7213169,7992338
7213170,7983684
7213171,7981213
7213172,7981476
7213173,7995261
7213174,7984793
7213175,7997234
7213176,7984950
7213177,7992621
7213178,7989934
7213179,7988052
7213180,7979061
7213181,7981694
7213182,7442029
7213183,7990620
7213184,7999374
7213185,7989499
7213186,7994252
7213187,7988987
7213188,5893005
7213189,6137216
7213190,7983046
7213191,5719693
7213192,4260594
7213193,1888014
7213194,7985612
7213195,7998736
7213196,7983097
7213197,7988107
7213198,7981999
7213199,7979536
7213200,7996136
7213201,7995116
7213202,7993116
7213203,7998666
7213204,7989641
7213205,7989278
7213206,7988717
7213207,7998979
7213208,7998334
7213209,7991430
7213210,7996516
7213211,7984851
7213212,2771984
7213213,5986720
7213214,7986525
7213215,7996338
7213216,2085793
7213217,7986879
7213218,5719473
7213219,7990505
7213220,7988854
7213221,7997057
7213222,7999445
7213223,7979302
7213224,1354532
7213225,8008174
7213226,7996096
7213227,7986267
7213228,7997219
7213229,8006034
7213230,2722119
7213231,3243987
7213232,7031690
7213233,7985863
7213234,270123
7213235,7993522
7213236,7985749
7213237,7774865
7213238,7696495
7213239,7993127
7213240,7875928
7213241,7773052
7213242,5440045
7213243,7981764
7213244,7968054
7213245,3648163
7213246,7960816
7213247,7986394
7213248,7868029
7213249,4263107
7213250,7526347
7213251,7825047
7213252,7979654
7213253,7986103
7213254,4639104
7213255,7911823
7213256,6103123
7213257,7994748
7213258,0
7213259,7995009
7213260,5663407
7213261,7998124
7213262,7973755
7213263,7974758
7213264,1502658
7213265,7986758
7213266,7870019
7213267,1928521
7213268,7993916
7213269,7987563
7213270,1295891
7213271,1026539
7213272,534668
7213273,7958691
7213274,3421798
7213275,7985676
7213276,8006980
7213277,5700957
7213278,7912088
7213279,7976507
7213280,5898286
7213281,4260915
7213282,7995525
7213283,7965366
7213284,7948886
7213285,7983152
7213286,7994688
7213287,7989094
7213288,7990399
7213289,7472326
7213290,7982247
7213291,7996271
7213292,7984970
7213293,7991602
7213294,7990517
7213295,7996622
7213296,4010865
7213297,7991855
7213298,7994358
7213299,7989033
7213300,7982225
7213301,7988645
7213302,7985994
7213303,4623547
7213304,7992046
7213305,7994368
7213306,7998000
7213307,7987655
7213308,7991794
7213309,7982864
7213310,7990784
7213311,7995825
7213312,7982610
7213313,3004610
7213314,7993783
7213315,7975898
7213316,7989937
7213317,7988997
7213318,7991989
7213319,2668771
7213320,3624368
7213321,3148048
7213322,0
7213323,7983998
7213324,7998261
7213325,7975060
7213326,854124
7213327,8001875
7213328,8001427
7213329,2188890
7213330,3819261
7213331,142790
7213332,3575638
7213333,7979883
7213334,7992757
7213335,7990113
7213336,7979643
7213337,7990849
7213338,7985610
7213339,7989273
7213340,3715349
7213341,7992499
7213342,3379190
7213343,7986003
7213344,7995177
7213345,7995432
7213346,7997760
7213347,7987533
7213348,7987876
7213349,7975901
7213350,7969875
7213351,466796
7213352,6701659
7213353,1588055
7213354,7980744
7213355,7991988
7213356,7983929
7213357,7915105
7213358,3191347
7213359,7988441
7213360,7998227
7213361,7979224
7213362,7982898
7213363,7975462
7213364,7989745
7213365,7999205
7213366,6037151
7213367,7990187
7213368,7989775
7213369,1104560
7213370,7999215
7213371,7990525
7213372,7989338
7213373,7995807
7213374,7996319
7213375,7993226
7213376,7066859
7213377,3063396
7213378,7988609
7213379,7991010
7213380,7969137
7213381,7988397
7213382,7989989
7213383,7997790
7213384,7980819
7213385,7986946
7213386,2781036
7213387,7985341
7213388,7995449
7213389,7984009
7213390,7991151
7213391,7984245
7213392,7988589
7213393,7979540
7213394,8004651
7213395,7985159
7213396,7999604
7213397,7990499
7213398,179191
7213399,1371868
7213400,7993470
7213401,8011755
7213402,7990570
7213403,7992172
7213404,5886287
7213405,7979647
7213406,7986356
7213407,6025252
7213408,6441159
7213409,7959222
7213410,7946985
7213411,7994199
7213412,5813006
7213413,2102790
7213414,7983248
7213415,7986421
7213416,5757121
7213417,7988523
7213418,7994907
7213419,6885491
7213420,7994043
7213421,8007526
7213422,7983036
7213423,7998784
7213424,7992865
7213425,7988409
7213426,7931801
7213427,7985876
7213428,6850322
7213429,3263569
7213430,7999613
7213431,7982878
7213432,1876249
7213433,2560834
7213434,7997181
7213435,8007689
7213436,7993861
7213437,7996710
7213438,7989542
7213439,7724454
7213440,4230994
7213441,7740000
7213442,7812880
7213443,3211083
7213444,851938
7213445,7993337
7213446,7994679
7213447,7995448
7213448,7987651
7213449,6862777
7213450,7979687
7213451,7995193
7213452,7985134
7213453,7980729
7213454,3511475
7213455,7998003
7213456,1111931
7213457,7998277
7213458,7985927
7213459,7995253
7213460,7980311
7213461,7986267
7213462,7994089
7213463,5924835
7213464,7986460
7213465,7984772
7213466,8000163
7213467,7987145
7213468,7993093
7213469,7992935
7213470,7994223
7213471,8000787
7213472,7989627
7213473,7997718
7213474,3444208
7213475,7993860
7213476,5355277
7213477,7990315
7213478,8004613
7213479,7988751
7213480,7985171
7213481,8002332
7213482,7982849
7213483,7994435
7213484,7997477
7213485,7979897
7213486,7987336
7213487,7958148
7213488,7995080
7213489,7988425
7213490,7989916
7213491,7995734
7213492,7999007
7213493,7990773
7213494,7983021
7213495,7995062
7213496,7984545
7213497,7997150
7213498,7991839
7213499,7986318
7213500,7994973
7213501,7997203
7213502,7996104
7213503,7987756
7213504,7997173
7213505,7984517
7213506,7997884
7213507,7982940
7213508,7997267
7213509,7989225
7213510,7981428
7213511,7987028
7213512,7995534
7213513,7993874
7213514,0
7213515,7983180
7213516,7996721
7213517,7983990
7213518,7999301
7213519,7984398
7213520,7984122
7213521,8000011
7213522,7990980
7213523,7988396
7213524,7985581
7213525,7988492
7213526,7995860
7213527,7991626
7213528,7992854
7213529,8000454
7213530,8001792
7213531,8004127
7213532,7985616
7213533,7998233
7213534,7986251
7213535,7993740
7213536,7988254
7213537,7817731
7213538,42000
7213539,7997084
7213540,7994052
7213541,7998158
7213542,7982787
7213543,7983032
7213544,7989490
7213545,7991220
7213546,0
7213547,7981680
7213548,7992301
7213549,7987622
7213550,7988251
7213551,7992424
7213552,7981697
7213553,7985745
7213554,7983466
7213555,7983744
7213556,7982046
7213557,7978797
7213558,7993955
7213559,7993604
7213560,7987412
7213561,6872288
7213562,7997398
7213563,7987570
7213564,3847654
7213565,7999131
7213566,7992214
7213567,203562
7213568,7987914
7213569,7990612
7213570,7993921
7213571,7996592
7213572,7977239
7213573,2057366
7213574,7987684
7213575,7980947
7213576,7989977
7213577,7985964
7213578,7989273
7213579,7985816
7213580,7905253
7213581,7987717
7213582,7994939
7213583,6733443
7213584,7984575
7213585,7995480
7213586,7987038
7213587,7998034
7213588,7986004
7213589,7976740
7213590,7989903
7213591,7989613
7213592,7991239
7213593,7982880
7213594,7980764
7213595,7984133
7213596,7986274
7213597,7990311
7213598,7998173
7213599,853948
7213600,7991945
7213601,7982244
7213602,7991844
7213603,7995507
7213604,7979437
7213605,7988941
7213606,7991355
7213607,8003251
7213608,7989770
7213609,7985700
7213610,7984795
7213611,7247707
7213612,7988285
7213613,8005933
7213614,7993216
7213615,1765731
7213616,7986149
7213617,7989204
7213618,7998651
7213619,7986691
7213620,7998972
7213621,7989678
7213622,7993593
7213623,8003170
7213624,7999125
7213625,7991816
7213626,7982887
7213627,7999131
7213628,7653875
7213629,7990479
7213630,8007187
7213631,7988745
7213632,7986934
7213633,7914083
7213634,7989780
7213635,7985173
7213636,7982437
7213637,7995424
7213638,7989658
7213639,7983815
7213640,7987671
7213641,7991956
7213642,7999785
7213643,7999126
7213644,7995691
7213645,7991929
7213646,7983432
7213647,8004012
7213648,7990314
7213649,7981756
7213650,1161984
7213651,7998916
7213652,7992706
7213653,7945934
7213654,7992294
7213655,7979534
7213656,7987742
7213657,2255537
7213658,7982852
7213659,7977568
7213660,7997706
7213661,7992636
7213662,7991348
7213663,7994735
7213664,7961455
7213665,7966258
